analysis_set,signature_id,time_window,time_label,pathway,tier,pathway_method,cohort_count,total_paired_n,pooled_spearman_rho,ci_low,ci_high,prediction_low,prediction_high,tau2_fisher_z,i2_percent,direction_consistency,p_value,fdr_within_analysis_window_tier
INDEPENDENT_ONLY,SIG001,T24,T24,HALLMARK_ALLOGRAFT_REJECTION,PRESET_PRIMARY,SINGSCORE,2,113,-0.26476429571276955,-0.849024446089765,0.6108008777000767,,,0.0,0.0,1.0,0.1766214798449014,0.42660482170724306
INDEPENDENT_ONLY,SIG001,T24,T24,HALLMARK_APOPTOSIS,PRESET_PRIMARY,SINGSCORE,2,113,-0.1159755021185424,-0.7325880959472656,0.6051867654953952,,,0.0,0.0,0.5,0.3213215435632575,0.5454225880387482
INDEPENDENT_ONLY,SIG001,T24,T24,HALLMARK_COAGULATION,PRESET_PRIMARY,SINGSCORE,2,113,0.0030949084004147005,-0.9591495481280454,0.959642004031636,,,0.021628515505782254,38.21573659886589,0.5,0.9870856794206053,0.9870856794206053
INDEPENDENT_ONLY,SIG001,T24,T24,HALLMARK_COMPLEMENT,PRESET_PRIMARY,SINGSCORE,2,113,-0.12649718246328126,-0.24908359698956192,7.865025725467804e-05,,,0.0,0.0,1.0,0.05003079409997122,0.42660482170724306
INDEPENDENT_ONLY,SIG001,T24,T24,HALLMARK_INFLAMMATORY_RESPONSE,PRESET_PRIMARY,SINGSCORE,2,113,0.07677654311912892,-0.72789192766504,0.7924878376487116,,,0.0,0.0,1.0,0.5076234532522672,0.676831271003023
INDEPENDENT_ONLY,SIG001,T24,T24,HALLMARK_INTERFERON_ALPHA_RESPONSE,PRESET_PRIMARY,SINGSCORE,2,113,0.0977307287078123,-0.992258561123955,0.9947634160237583,,,0.07259390930722193,67.49077752350875,0.5,0.7395538302940008,0.845204377478858
INDEPENDENT_ONLY,SIG001,T24,T24,HALLMARK_INTERFERON_GAMMA_RESPONSE,PRESET_PRIMARY,SINGSCORE,2,113,-0.04230470188221032,-0.907674545004288,0.8915641402022825,,,0.005821306700364701,14.271887092982633,0.5,0.7769566781343487,0.8606289357795862
INDEPENDENT_ONLY,SIG001,T24,T24,HALLMARK_OXIDATIVE_PHOSPHORYLATION,PRESET_PRIMARY,SINGSCORE,2,113,-0.21722853191905267,-0.99220612909028,0.9812572172698291,,,0.05218389336073878,59.87741477224989,0.5,0.4698607091653681,0.6481334083163338
INDEPENDENT_ONLY,SIG001,T24,T24,HALLMARK_TNFA_SIGNALING_VIA_NFKB,PRESET_PRIMARY,SINGSCORE,2,113,0.0050695212558969915,-0.5112550305823225,0.5187051029281179,,,0.0,0.0,0.5,0.9282976615086282,0.9686584294003077
INDEPENDENT_ONLY,SIG001,T48,T48,HALLMARK_ALLOGRAFT_REJECTION,PRESET_PRIMARY,SINGSCORE,3,92,-0.26043908511118685,-0.8356055725999995,0.5871279484178673,-0.9999461906960022,0.9998437100897983,0.1068262432706485,74.65963420317236,0.6666666666666666,0.3466751152260287,0.5964368950509514
INDEPENDENT_ONLY,SIG001,T48,T48,HALLMARK_APOPTOSIS,PRESET_PRIMARY,SINGSCORE,3,92,0.24089309482806764,0.06611559494753592,0.4013287974074152,-0.27696338850177177,0.6503091301449673,0.0,0.0,1.0,0.027638515769164484,0.22110812615331588
INDEPENDENT_ONLY,SIG001,T48,T48,HALLMARK_COAGULATION,PRESET_PRIMARY,SINGSCORE,3,92,0.14687633280094087,-0.5094677039227292,0.695175870769284,-0.9971466369575958,0.9984201179284407,0.04536612352191709,55.6304739264383,0.6666666666666666,0.46454229117223855,0.6689408992880235
INDEPENDENT_ONLY,SIG001,T48,T48,HALLMARK_COMPLEMENT,PRESET_PRIMARY,SINGSCORE,3,92,0.20814247500027155,0.008399450599334337,0.3919129964249845,-0.36941728413865216,0.6697038597702725,0.0,0.0,1.0,0.046369235052957515,0.30350772034663104
INDEPENDENT_ONLY,SIG001,T48,T48,HALLMARK_INFLAMMATORY_RESPONSE,PRESET_PRIMARY,SINGSCORE,3,92,0.3292420561689851,-0.2073085536155921,0.7135175887066914,-0.9527306227251378,0.9877475686643206,0.013568902464895897,27.035454712837115,1.0,0.11674313844290427,0.41138213178549304
INDEPENDENT_ONLY,SIG001,T48,T48,HALLMARK_INTERFERON_ALPHA_RESPONSE,PRESET_PRIMARY,SINGSCORE,3,92,0.05614217184739656,-0.343040368907414,0.43814831353281014,-0.8228582251689267,0.8559532305248868,0.0,0.0,0.6666666666666666,0.6180530233334307,0.7785506501880772
INDEPENDENT_ONLY,SIG001,T48,T48,HALLMARK_INTERFERON_GAMMA_RESPONSE,PRESET_PRIMARY,SINGSCORE,3,92,0.04938219763771198,-0.380832115728628,0.46202069986044336,-0.8567033527059087,0.8808762821109263,0.0,0.0,0.6666666666666666,0.6833690148469977,0.8200428178163972
